,budget,area size,environmental type,project type,soil type,material
8651,709597,5515,Rural,Residential,Sandy,Wood
8652,730857,9157,Rural,Commercial,Peaty,Wood
8653,665538,2464,Rural,Residential,Chalky,Composite
8654,258004,6067,Rural,Industrial,Sandy,Brick
8655,27118,5779,Coastal,Industrial,Peaty,Wood
8656,32616,2860,Mountain,Commercial,Clay,Composite
8657,141870,2539,Coastal,Industrial,Peaty,Wood
8658,279745,1684,Urban,Infrastructure,Clay,Concrete
8659,821795,4434,Coastal,Commercial,Loamy,Steel
8660,12795,6294,Coastal,Infrastructure,Loamy,Concrete
8661,107462,8672,Rural,Commercial,Silty,Composite
8662,448480,1277,Urban,Commercial,Silty,Steel
8663,375036,3879,Urban,Industrial,Peaty,Brick
8664,344977,2918,Suburban,Commercial,Silty,Composite
8665,532904,4577,Rural,Commercial,Chalky,Brick
8666,275228,2939,Coastal,Residential,Peaty,Brick
8667,892297,8304,Suburban,Industrial,Sandy,Wood
8668,479862,5769,Suburban,Infrastructure,Chalky,Wood
8669,797163,6087,Coastal,Commercial,Peaty,Steel
8670,142201,2489,Urban,Infrastructure,Loamy,Steel
8671,169094,8368,Rural,Residential,Clay,Wood
8672,273749,9758,Rural,Commercial,Silty,Steel
8673,87506,1444,Coastal,Infrastructure,Silty,Concrete
8674,774601,8720,Rural,Industrial,Silty,Composite
8675,54130,2397,Mountain,Residential,Peaty,Concrete
8676,956769,6251,Suburban,Residential,Chalky,Composite
8677,173402,5650,Suburban,Infrastructure,Clay,Wood
8678,864901,2197,Mountain,Commercial,Silty,Concrete
8679,156259,6385,Rural,Commercial,Chalky,Brick
8680,429007,2165,Urban,Industrial,Sandy,Concrete
8681,362580,9451,Mountain,Industrial,Loamy,Steel
8682,211682,9960,Mountain,Commercial,Sandy,Concrete
8683,384485,2285,Suburban,Residential,Clay,Wood
8684,233034,6448,Urban,Industrial,Silty,Wood
8685,967371,3107,Urban,Industrial,Sandy,Steel
8686,519394,9090,Rural,Residential,Loamy,Composite
8687,928397,3130,Urban,Commercial,Chalky,Steel
8688,633982,8160,Rural,Infrastructure,Chalky,Composite
8689,554061,738,Coastal,Industrial,Sandy,Wood
8690,800671,4036,Mountain,Residential,Silty,Wood
8691,293007,4361,Mountain,Industrial,Loamy,Composite
8692,323559,9838,Rural,Residential,Clay,Concrete
8693,78968,8991,Rural,Industrial,Silty,Concrete
8694,503891,8399,Rural,Commercial,Peaty,Steel
8695,594718,7645,Mountain,Residential,Sandy,Wood
8696,260072,6361,Rural,Infrastructure,Peaty,Concrete
8697,11515,748,Mountain,Infrastructure,Sandy,Wood
8698,107206,4823,Mountain,Industrial,Clay,Steel
8699,255282,7601,Suburban,Infrastructure,Silty,Brick
8700,769990,3360,Suburban,Industrial,Loamy,Wood
8701,417821,1223,Coastal,Residential,Silty,Brick
8702,852672,1069,Coastal,Residential,Sandy,Wood
8703,15586,8911,Urban,Infrastructure,Chalky,Composite
8704,916851,3334,Rural,Infrastructure,Peaty,Brick
8705,918806,8428,Mountain,Commercial,Loamy,Composite
8706,779565,7171,Urban,Residential,Loamy,Composite
8707,565474,2622,Suburban,Infrastructure,Silty,Steel
8708,561216,4500,Mountain,Infrastructure,Silty,Steel
8709,763624,3589,Urban,Infrastructure,Sandy,Concrete
8710,748447,7665,Suburban,Industrial,Chalky,Brick
8711,395134,7710,Coastal,Commercial,Peaty,Concrete
8712,359173,549,Rural,Residential,Chalky,Brick
8713,554999,1014,Rural,Infrastructure,Loamy,Steel
8714,589250,5171,Urban,Infrastructure,Chalky,Steel
8715,30039,8249,Suburban,Infrastructure,Sandy,Steel
8716,570849,1665,Urban,Industrial,Chalky,Brick
8717,216555,914,Suburban,Residential,Peaty,Steel
8718,501087,1604,Suburban,Infrastructure,Loamy,Concrete
8719,229730,5358,Rural,Infrastructure,Clay,Composite
8720,11577,3856,Coastal,Industrial,Loamy,Brick
8721,117792,2916,Coastal,Industrial,Clay,Composite
8722,955854,6111,Mountain,Commercial,Peaty,Concrete
8723,782268,5965,Suburban,Commercial,Loamy,Wood
8724,248540,8895,Rural,Residential,Loamy,Steel
8725,961302,7692,Suburban,Commercial,Loamy,Concrete
8726,238506,6172,Mountain,Residential,Loamy,Wood
8727,746777,8760,Rural,Commercial,Sandy,Brick
8728,20785,9207,Suburban,Infrastructure,Silty,Concrete
8729,82227,4063,Coastal,Commercial,Loamy,Brick
8730,915112,6883,Coastal,Infrastructure,Sandy,Composite
8731,858389,9398,Mountain,Residential,Peaty,Composite
8732,599719,7333,Coastal,Commercial,Loamy,Brick
8733,420513,5252,Suburban,Commercial,Chalky,Composite
8734,868326,8623,Mountain,Commercial,Loamy,Composite
8735,257941,4285,Urban,Infrastructure,Loamy,Steel
8736,729132,9035,Mountain,Infrastructure,Clay,Brick
8737,160653,9227,Coastal,Commercial,Chalky,Brick
8738,327336,9046,Rural,Residential,Loamy,Wood
8739,273606,5523,Mountain,Infrastructure,Loamy,Steel
8740,400992,1482,Suburban,Industrial,Loamy,Concrete
8741,729533,1845,Mountain,Residential,Sandy,Steel
8742,943015,6191,Coastal,Residential,Peaty,Concrete
8743,348250,6502,Mountain,Residential,Clay,Brick
8744,320809,1026,Suburban,Infrastructure,Loamy,Steel
8745,709774,7147,Suburban,Commercial,Peaty,Wood
8746,353154,7752,Coastal,Commercial,Clay,Composite
8747,606861,1430,Suburban,Industrial,Clay,Concrete
8748,234737,2782,Coastal,Commercial,Clay,Composite
8749,904235,2446,Mountain,Industrial,Loamy,Brick
8750,653970,3860,Mountain,Industrial,Sandy,Brick
8751,547674,8612,Urban,Commercial,Loamy,Brick
8752,396213,3425,Coastal,Industrial,Loamy,Composite
8753,64460,4125,Rural,Residential,Peaty,Brick
8754,409437,5969,Coastal,Residential,Silty,Brick
8755,426690,1723,Mountain,Residential,Silty,Composite
8756,125375,7610,Mountain,Infrastructure,Silty,Brick
8757,909092,9657,Suburban,Industrial,Peaty,Concrete
8758,162117,5492,Urban,Industrial,Chalky,Steel
8759,887751,9314,Rural,Residential,Peaty,Concrete
8760,126582,5287,Urban,Infrastructure,Clay,Brick
8761,508909,7318,Coastal,Commercial,Loamy,Brick
8762,932426,5226,Coastal,Residential,Chalky,Brick
8763,777303,2872,Mountain,Infrastructure,Clay,Brick
8764,688066,3799,Suburban,Commercial,Loamy,Composite
8765,839203,9860,Rural,Infrastructure,Loamy,Steel
8766,586623,6951,Suburban,Commercial,Clay,Composite
8767,763375,9083,Rural,Industrial,Peaty,Composite
8768,62949,4309,Urban,Industrial,Silty,Brick
8769,473930,2907,Mountain,Infrastructure,Chalky,Concrete
8770,105558,5364,Suburban,Infrastructure,Loamy,Concrete
8771,418456,5527,Coastal,Commercial,Sandy,Wood
8772,898704,4760,Mountain,Infrastructure,Loamy,Steel
8773,799148,5328,Rural,Infrastructure,Silty,Wood
8774,157646,9272,Mountain,Commercial,Loamy,Composite
8775,777175,9512,Coastal,Commercial,Sandy,Wood
8776,476933,9939,Coastal,Industrial,Peaty,Wood
8777,514515,8815,Rural,Residential,Loamy,Wood
8778,971570,2374,Mountain,Infrastructure,Chalky,Steel
8779,727186,9215,Suburban,Commercial,Peaty,Concrete
8780,685573,3623,Mountain,Industrial,Sandy,Concrete
8781,81916,4724,Coastal,Residential,Clay,Wood
8782,731511,5754,Rural,Infrastructure,Loamy,Steel
8783,269590,3698,Urban,Industrial,Peaty,Concrete
8784,782378,7582,Urban,Residential,Loamy,Brick
8785,585194,1710,Mountain,Infrastructure,Chalky,Concrete
8786,796895,9718,Coastal,Industrial,Loamy,Concrete
8787,959477,5904,Mountain,Infrastructure,Peaty,Steel
8788,84694,4617,Rural,Residential,Silty,Steel
8789,423867,5929,Suburban,Commercial,Peaty,Concrete
8790,865126,9189,Urban,Industrial,Sandy,Brick
8791,292152,5258,Mountain,Residential,Peaty,Brick
8792,80474,8682,Coastal,Infrastructure,Chalky,Wood
8793,572473,9416,Urban,Residential,Peaty,Wood
8794,360068,875,Urban,Residential,Peaty,Concrete
8795,272048,7913,Suburban,Commercial,Chalky,Concrete
8796,790862,4898,Mountain,Industrial,Peaty,Concrete
8797,736499,4359,Suburban,Residential,Chalky,Brick
8798,831412,2186,Coastal,Commercial,Sandy,Composite
8799,556792,5512,Coastal,Commercial,Chalky,Wood
8800,64970,756,Mountain,Commercial,Sandy,Wood
8801,288910,4100,Urban,Infrastructure,Sandy,Composite
8802,651232,550,Rural,Commercial,Chalky,Concrete
8803,890354,7090,Suburban,Commercial,Peaty,Wood
8804,414911,7937,Urban,Commercial,Loamy,Brick
8805,421012,1094,Coastal,Commercial,Silty,Composite
8806,183615,5231,Coastal,Industrial,Loamy,Brick
8807,942063,4373,Urban,Industrial,Chalky,Concrete
8808,507666,9764,Urban,Commercial,Peaty,Wood
8809,698499,6248,Coastal,Residential,Sandy,Brick
8810,130494,5737,Suburban,Infrastructure,Clay,Composite
8811,769229,1976,Suburban,Residential,Silty,Concrete
8812,543090,5370,Urban,Residential,Loamy,Wood
8813,181277,8532,Mountain,Commercial,Peaty,Wood
8814,501966,3520,Coastal,Residential,Silty,Concrete
8815,306303,6566,Rural,Industrial,Clay,Concrete
8816,21516,8553,Coastal,Industrial,Clay,Concrete
8817,322636,8566,Suburban,Infrastructure,Clay,Brick
8818,825518,8667,Suburban,Industrial,Loamy,Steel
8819,648046,5280,Rural,Industrial,Chalky,Wood
8820,564768,4545,Suburban,Commercial,Silty,Brick
8821,193163,2733,Rural,Industrial,Chalky,Composite
8822,138023,8617,Suburban,Residential,Clay,Wood
8823,382339,6859,Rural,Residential,Peaty,Steel
8824,188838,4697,Mountain,Industrial,Clay,Composite
8825,835169,9998,Coastal,Infrastructure,Chalky,Wood
8826,281409,9832,Suburban,Infrastructure,Clay,Steel
8827,648453,1115,Urban,Infrastructure,Clay,Concrete
8828,653789,2066,Rural,Industrial,Chalky,Steel
8829,783617,9668,Rural,Infrastructure,Chalky,Wood
8830,343134,2839,Rural,Industrial,Peaty,Steel
8831,504670,8609,Suburban,Residential,Chalky,Wood
8832,811818,7874,Coastal,Infrastructure,Peaty,Wood
8833,901150,7207,Urban,Infrastructure,Sandy,Steel
8834,833857,878,Rural,Infrastructure,Sandy,Steel
8835,131635,3965,Rural,Residential,Chalky,Composite
8836,708614,6505,Rural,Industrial,Clay,Composite
8837,230935,2771,Rural,Residential,Silty,Brick
8838,521566,9738,Urban,Residential,Clay,Wood
8839,63634,1507,Rural,Commercial,Chalky,Composite
8840,713022,7300,Urban,Infrastructure,Peaty,Brick
8841,883420,609,Urban,Industrial,Clay,Wood
8842,769144,3271,Rural,Industrial,Sandy,Brick
8843,902769,4383,Mountain,Commercial,Loamy,Composite
8844,502503,3100,Urban,Commercial,Chalky,Brick
8845,228599,6018,Mountain,Residential,Clay,Steel
8846,247919,3743,Urban,Commercial,Loamy,Brick
8847,478668,1505,Suburban,Industrial,Clay,Concrete
8848,413359,805,Rural,Industrial,Peaty,Concrete
8849,494607,6201,Suburban,Industrial,Peaty,Brick
8850,943085,1458,Urban,Residential,Peaty,Concrete
8851,601731,9645,Suburban,Infrastructure,Loamy,Brick
8852,301568,5770,Rural,Infrastructure,Silty,Brick
8853,360988,8095,Rural,Residential,Loamy,Brick
8854,838416,4038,Urban,Industrial,Chalky,Concrete
8855,51505,7520,Urban,Industrial,Chalky,Wood
8856,112478,2130,Mountain,Residential,Sandy,Brick
8857,72699,3103,Coastal,Residential,Sandy,Brick
8858,954461,8758,Suburban,Commercial,Chalky,Steel
8859,428680,9526,Mountain,Residential,Clay,Steel
8860,910444,705,Suburban,Infrastructure,Chalky,Composite
8861,164721,6191,Rural,Residential,Silty,Concrete
8862,969569,6641,Urban,Industrial,Sandy,Wood
8863,831190,3645,Suburban,Industrial,Sandy,Brick
8864,146668,3620,Coastal,Industrial,Loamy,Brick
8865,288518,7228,Rural,Infrastructure,Sandy,Concrete
8866,652974,9399,Rural,Infrastructure,Chalky,Composite
8867,275919,6530,Mountain,Commercial,Sandy,Composite
8868,823820,678,Coastal,Residential,Sandy,Steel
8869,395944,5667,Rural,Commercial,Loamy,Concrete
8870,817461,612,Coastal,Residential,Chalky,Composite
8871,618269,9448,Urban,Residential,Clay,Composite
8872,325783,9588,Coastal,Infrastructure,Sandy,Wood
8873,124010,8850,Mountain,Industrial,Sandy,Steel
8874,942149,9477,Mountain,Residential,Sandy,Steel
8875,565393,2303,Suburban,Infrastructure,Silty,Steel
8876,533472,2798,Urban,Commercial,Chalky,Composite
8877,416884,2042,Urban,Industrial,Sandy,Brick
8878,269021,7759,Coastal,Commercial,Silty,Composite
8879,157032,2654,Mountain,Commercial,Clay,Composite
8880,660807,9266,Mountain,Infrastructure,Clay,Concrete
8881,152429,1881,Mountain,Industrial,Loamy,Steel
8882,467820,6402,Urban,Residential,Loamy,Steel
8883,899171,1722,Mountain,Commercial,Loamy,Wood
8884,323940,2001,Suburban,Residential,Silty,Steel
8885,287948,9550,Rural,Industrial,Clay,Composite
8886,662020,4074,Mountain,Infrastructure,Loamy,Concrete
8887,679986,4229,Suburban,Infrastructure,Peaty,Wood
8888,169204,8240,Suburban,Infrastructure,Loamy,Composite
8889,804383,3691,Rural,Residential,Clay,Composite
8890,933953,7976,Urban,Residential,Peaty,Wood
8891,291209,2061,Mountain,Industrial,Silty,Composite
8892,897935,3022,Suburban,Residential,Peaty,Composite
8893,115072,2891,Suburban,Infrastructure,Clay,Concrete
8894,674490,3175,Rural,Commercial,Sandy,Concrete
8895,99360,2683,Suburban,Commercial,Peaty,Concrete
8896,72287,8968,Mountain,Commercial,Clay,Steel
8897,248009,8566,Urban,Infrastructure,Loamy,Wood
8898,717062,2578,Suburban,Residential,Sandy,Concrete
8899,702353,4842,Urban,Commercial,Silty,Composite
8900,697235,1620,Suburban,Residential,Silty,Steel
8901,780644,5919,Suburban,Residential,Chalky,Wood
8902,671414,3870,Mountain,Infrastructure,Silty,Concrete
8903,240881,2408,Urban,Residential,Chalky,Concrete
8904,117357,4020,Coastal,Residential,Silty,Wood
8905,451733,4807,Mountain,Infrastructure,Silty,Concrete
8906,217440,4996,Urban,Industrial,Silty,Wood
8907,563958,5250,Urban,Commercial,Chalky,Wood
8908,845544,997,Urban,Commercial,Loamy,Composite
8909,884820,7491,Coastal,Residential,Chalky,Wood
8910,361300,4087,Mountain,Industrial,Peaty,Brick
8911,169379,2913,Coastal,Infrastructure,Clay,Concrete
8912,778447,4300,Suburban,Residential,Clay,Composite
8913,208159,9154,Rural,Infrastructure,Loamy,Steel
8914,844354,6671,Coastal,Commercial,Clay,Brick
8915,204152,3957,Suburban,Infrastructure,Silty,Wood
8916,889780,8964,Coastal,Commercial,Loamy,Steel
8917,613623,7469,Urban,Infrastructure,Clay,Steel
8918,822744,1650,Rural,Infrastructure,Chalky,Steel
8919,76985,7954,Rural,Industrial,Peaty,Steel
8920,665032,5707,Suburban,Infrastructure,Sandy,Composite
8921,786001,518,Coastal,Residential,Peaty,Composite
8922,985112,3678,Coastal,Industrial,Clay,Steel
8923,493178,6077,Coastal,Residential,Loamy,Brick
8924,897395,4581,Suburban,Infrastructure,Clay,Concrete
8925,181349,6954,Coastal,Infrastructure,Chalky,Concrete
8926,565839,9103,Rural,Industrial,Peaty,Composite
8927,624101,9433,Rural,Commercial,Chalky,Brick
8928,459813,3171,Mountain,Industrial,Chalky,Brick
8929,897457,6887,Coastal,Commercial,Sandy,Wood
8930,396486,7333,Coastal,Commercial,Chalky,Composite
8931,710572,3124,Rural,Infrastructure,Chalky,Brick
8932,19637,5999,Rural,Residential,Sandy,Brick
8933,839690,1014,Urban,Industrial,Silty,Concrete
8934,963197,706,Urban,Industrial,Silty,Brick
8935,937328,1447,Mountain,Infrastructure,Loamy,Brick
8936,663841,2328,Rural,Infrastructure,Sandy,Steel
8937,561238,7361,Mountain,Industrial,Loamy,Concrete
8938,426704,6594,Coastal,Industrial,Loamy,Concrete
8939,662158,6845,Coastal,Residential,Chalky,Steel
8940,507760,2667,Rural,Infrastructure,Loamy,Concrete
8941,10215,8479,Suburban,Residential,Clay,Wood
8942,377747,6426,Mountain,Infrastructure,Peaty,Wood
8943,807955,7032,Suburban,Infrastructure,Clay,Composite
8944,865121,6156,Coastal,Residential,Clay,Concrete
8945,33834,6443,Mountain,Commercial,Chalky,Concrete
8946,306618,9293,Coastal,Commercial,Peaty,Wood
8947,577354,5939,Urban,Commercial,Loamy,Composite
8948,282544,9403,Rural,Infrastructure,Peaty,Composite
8949,921643,1703,Urban,Residential,Loamy,Wood
8950,544633,7500,Mountain,Commercial,Silty,Wood
8951,43896,7139,Urban,Industrial,Sandy,Steel
8952,488646,8189,Mountain,Commercial,Chalky,Composite
8953,825331,8013,Suburban,Residential,Loamy,Composite
8954,509387,7126,Rural,Infrastructure,Loamy,Steel
8955,824661,7886,Suburban,Residential,Peaty,Wood
8956,520269,3631,Coastal,Infrastructure,Chalky,Steel
8957,277727,7634,Rural,Residential,Loamy,Steel
8958,932401,4230,Urban,Residential,Silty,Brick
8959,523622,3166,Mountain,Industrial,Clay,Composite
8960,81537,1049,Rural,Commercial,Loamy,Wood
8961,774777,5241,Coastal,Commercial,Peaty,Brick
8962,407783,1744,Suburban,Residential,Silty,Brick
8963,609095,4512,Coastal,Commercial,Chalky,Brick
8964,663936,9537,Urban,Industrial,Loamy,Wood
8965,909084,6696,Mountain,Residential,Silty,Steel
8966,480455,5045,Mountain,Commercial,Silty,Wood
8967,678689,6705,Urban,Commercial,Silty,Composite
8968,242117,7690,Mountain,Infrastructure,Silty,Composite
8969,783068,8735,Rural,Commercial,Silty,Steel
8970,343936,1158,Rural,Commercial,Silty,Wood
8971,403444,7495,Urban,Infrastructure,Sandy,Steel
8972,223286,6276,Urban,Residential,Chalky,Steel
8973,571340,5793,Coastal,Residential,Clay,Wood
8974,460985,2191,Mountain,Industrial,Chalky,Composite
8975,56032,8235,Suburban,Infrastructure,Peaty,Wood
8976,514910,3630,Urban,Residential,Peaty,Composite
8977,305830,7544,Coastal,Commercial,Chalky,Concrete
8978,873413,5033,Urban,Commercial,Silty,Concrete
8979,633090,6047,Urban,Commercial,Sandy,Concrete
8980,990765,1467,Rural,Industrial,Clay,Brick
8981,930313,1904,Mountain,Residential,Loamy,Composite
8982,244337,9177,Urban,Infrastructure,Loamy,Composite
8983,182857,4130,Mountain,Residential,Silty,Wood
8984,439763,3468,Coastal,Infrastructure,Chalky,Composite
8985,314962,7769,Urban,Infrastructure,Loamy,Wood
8986,896854,2079,Suburban,Residential,Chalky,Brick
8987,344071,6492,Rural,Commercial,Sandy,Wood
8988,731041,550,Suburban,Commercial,Sandy,Concrete
8989,351609,6952,Rural,Infrastructure,Chalky,Wood
8990,755222,5653,Urban,Commercial,Silty,Wood
8991,760887,6523,Urban,Industrial,Silty,Wood
8992,647509,4800,Mountain,Industrial,Silty,Composite
8993,309477,3287,Rural,Infrastructure,Loamy,Steel
8994,136457,2655,Coastal,Commercial,Clay,Steel
8995,288720,7519,Suburban,Infrastructure,Clay,Steel
8996,129875,5860,Coastal,Industrial,Silty,Composite
8997,835837,4730,Rural,Industrial,Chalky,Concrete
8998,890432,8107,Coastal,Industrial,Sandy,Steel
8999,476995,9098,Rural,Residential,Peaty,Steel
9000,565889,4697,Mountain,Industrial,Sandy,Brick
9001,864378,5912,Mountain,Commercial,Sandy,Brick
9002,994860,4999,Coastal,Residential,Peaty,Concrete
9003,324260,5409,Coastal,Industrial,Silty,Wood
9004,527965,7669,Rural,Commercial,Sandy,Wood
9005,520472,3762,Mountain,Industrial,Peaty,Brick
9006,638474,9718,Coastal,Commercial,Loamy,Brick
9007,859326,3489,Rural,Commercial,Chalky,Concrete
9008,699995,8154,Rural,Industrial,Chalky,Concrete
9009,803897,2724,Coastal,Industrial,Chalky,Composite
9010,591042,5876,Suburban,Residential,Silty,Wood
9011,239047,3420,Urban,Industrial,Sandy,Composite
9012,102850,8201,Rural,Commercial,Sandy,Steel
9013,906197,7041,Mountain,Infrastructure,Clay,Concrete
9014,750479,6115,Urban,Residential,Chalky,Wood
9015,364835,4815,Rural,Commercial,Silty,Wood
9016,573159,6600,Suburban,Commercial,Peaty,Composite
9017,203946,3283,Urban,Infrastructure,Silty,Brick
9018,480949,3308,Mountain,Industrial,Sandy,Brick
9019,825943,3831,Urban,Commercial,Chalky,Concrete
9020,877392,2678,Coastal,Infrastructure,Clay,Brick
9021,976325,1297,Rural,Infrastructure,Loamy,Steel
9022,862208,3346,Coastal,Industrial,Silty,Wood
9023,259200,1429,Suburban,Infrastructure,Clay,Brick
9024,735527,5318,Urban,Infrastructure,Sandy,Concrete
9025,316606,3591,Coastal,Infrastructure,Peaty,Steel
9026,464598,2762,Suburban,Infrastructure,Silty,Composite
9027,493410,9966,Coastal,Infrastructure,Loamy,Composite
9028,768741,8049,Mountain,Infrastructure,Sandy,Steel
9029,566862,3980,Coastal,Commercial,Chalky,Concrete
9030,636360,3842,Rural,Residential,Silty,Composite
9031,445126,6553,Coastal,Industrial,Clay,Wood
9032,214603,8074,Coastal,Residential,Silty,Wood
9033,690546,8359,Coastal,Industrial,Sandy,Concrete
9034,688173,9909,Coastal,Residential,Sandy,Concrete
9035,744172,4674,Coastal,Industrial,Clay,Wood
9036,750885,7647,Urban,Infrastructure,Loamy,Concrete
9037,874714,5270,Urban,Residential,Sandy,Steel
9038,119779,6333,Mountain,Residential,Silty,Concrete
9039,28557,8705,Urban,Industrial,Loamy,Wood
9040,169132,7502,Suburban,Industrial,Clay,Brick
9041,462082,2793,Rural,Commercial,Sandy,Concrete
9042,344248,2545,Coastal,Infrastructure,Sandy,Composite
9043,766265,1537,Coastal,Infrastructure,Silty,Steel
9044,487793,6742,Coastal,Commercial,Sandy,Steel
9045,671440,8948,Mountain,Industrial,Silty,Steel
