budget,area size,soil type,project type,strength,material,suppliers,environmental type,labor cost,duration (days),risk factor,energy rating,maintenance cost,permit cost,insurance cost,warranty period (years),site accessibility,design complexity
42769,7432,Peaty,Industrial,34.16162159186215,Concrete,105,Coastal,40615,404,0.704229455532969,B,17749,3047,16640,3,Difficult,Moderate
379673,8553,Loamy,Infrastructure,53.79222017325442,Steel,69,Coastal,14458,649,0.9546600831227934,D,15537,3656,23947,1,Moderate,Simple
790721,7459,Sandy,Commercial,52.66328576374714,Wood,35,Suburban,48671,533,0.13776384522039387,D,13804,1061,19989,1,Difficult,Moderate
34700,2317,Clay,Residential,37.18474328511967,Brick,428,Coastal,37409,495,0.3865219776777037,A,19385,2473,16223,7,Difficult,Moderate
781152,8882,Loamy,Industrial,33.73580422363318,Steel,163,Suburban,35824,295,0.2187761421841493,D,18450,2832,1098,2,Moderate,Moderate
745716,960,Loamy,Residential,95.8876668226873,Composite,339,Rural,46187,132,0.32383515155938347,A,3458,3810,13376,2,Moderate,Simple
241237,8471,Loamy,Infrastructure,87.61334542708423,Concrete,208,Urban,24110,544,0.5105809072106763,A,6445,4677,24435,2,Difficult,Simple
801701,6515,Sandy,Infrastructure,83.51011948820803,Steel,153,Mountain,43892,330,0.8454102833574068,C,5492,237,15725,2,Moderate,Moderate
918063,6876,Sandy,Residential,29.285539180930595,Concrete,80,Urban,20646,710,0.3995104167626573,A,2993,2887,17149,9,Easy,Moderate
316024,3021,Silty,Industrial,27.036193148722102,Wood,31,Mountain,16463,381,0.557910009046306,C,10957,694,23224,6,Difficult,Complex
124003,3976,Peaty,Residential,82.83961164682886,Wood,225,Rural,15582,711,0.8122378769286687,B,18681,2469,5180,6,Moderate,Moderate
149392,3205,Loamy,Commercial,26.62069129230231,Wood,255,Suburban,41766,574,0.9281303880990247,E,18443,2912,18742,2,Moderate,Simple
59589,4866,Silty,Residential,55.318234217953254,Wood,209,Coastal,45092,507,0.3496635951918614,A,3507,4208,21120,4,Easy,Simple
260606,9849,Silty,Infrastructure,29.927960809322794,Brick,469,Suburban,21743,547,0.17795553574577572,B,7789,2187,5557,6,Difficult,Complex
741636,527,Peaty,Industrial,44.02628053031369,Concrete,180,Mountain,17985,508,0.5821431186715978,A,11287,817,19183,6,Easy,Complex
570185,4731,Silty,Industrial,86.81088046685888,Steel,419,Coastal,22999,183,0.8957767310023603,A,8172,2520,11104,6,Moderate,Simple
199637,7048,Peaty,Infrastructure,90.22765089273639,Brick,497,Mountain,48001,77,0.24847998743539867,E,16966,316,17957,4,Difficult,Moderate
696290,3524,Clay,Infrastructure,99.70113257936141,Steel,407,Mountain,2068,98,0.4994472731457297,C,3397,3806,10280,9,Moderate,Moderate
722593,1764,Peaty,Commercial,94.95138520135735,Composite,305,Coastal,23441,203,0.485966962607817,A,5699,4809,24746,7,Moderate,Simple
223893,9547,Chalky,Infrastructure,70.41256519471617,Brick,144,Urban,5365,461,0.9270927508073388,A,15876,106,24983,1,Moderate,Simple
810812,7087,Peaty,Infrastructure,48.85533947778772,Brick,230,Urban,19281,582,0.45670788927094774,C,3582,4212,3129,8,Difficult,Moderate
742256,7077,Peaty,Infrastructure,15.192313776274773,Composite,314,Mountain,10708,136,0.5362577910459719,D,7415,571,9947,3,Difficult,Moderate
80934,1751,Chalky,Industrial,64.73495021531315,Brick,306,Rural,31683,557,0.13825365798222256,E,14189,3273,21191,1,Difficult,Simple
590118,4370,Peaty,Infrastructure,28.96125958036411,Concrete,334,Suburban,46619,209,0.45823583610737717,E,1597,4668,8991,4,Easy,Moderate
277673,1826,Sandy,Residential,86.51226554466456,Wood,64,Urban,19372,300,0.34179408240154974,A,19661,928,21677,4,Difficult,Simple
786652,6677,Silty,Residential,59.400899141474824,Steel,308,Coastal,22172,242,0.2216612468164848,E,1120,428,22075,2,Easy,Moderate
366742,9717,Silty,Industrial,76.01515146065233,Composite,40,Mountain,41908,386,0.5086733075084748,D,8858,3344,11437,9,Difficult,Complex
767582,861,Clay,Commercial,70.61455312183236,Wood,243,Suburban,10345,562,0.7708876095470397,A,14646,798,5996,2,Easy,Moderate
92987,1718,Clay,Commercial,41.25980726481997,Brick,361,Suburban,43543,185,0.17669920027900143,C,19012,3203,6451,5,Moderate,Complex
583466,1105,Chalky,Industrial,78.31774451913618,Concrete,245,Mountain,8088,119,0.1415701190396783,C,2657,2155,13639,5,Difficult,Complex
148009,6459,Sandy,Residential,85.90377194821178,Brick,310,Suburban,48938,92,0.12429436982270414,A,2575,2374,16836,6,Easy,Simple
394096,2170,Clay,Industrial,76.97173927317799,Composite,370,Rural,35895,448,0.7630948950718968,C,5492,318,9686,3,Moderate,Complex
574174,4943,Silty,Infrastructure,79.91261022918674,Brick,97,Mountain,11376,461,0.7880790421422172,C,6167,2203,15596,7,Difficult,Simple
583987,1777,Clay,Industrial,42.401398570005846,Concrete,469,Suburban,48718,520,0.8887174343849126,A,4556,3945,17903,5,Difficult,Moderate
610684,898,Clay,Commercial,94.93191394734133,Brick,145,Suburban,1001,68,0.9641313698330737,B,3924,1795,15862,6,Moderate,Simple
624966,2672,Peaty,Residential,48.21149065204685,Brick,388,Urban,5170,177,0.3774098684798163,E,19493,4006,11358,6,Easy,Moderate
559567,3310,Clay,Commercial,90.7345196691818,Brick,464,Suburban,38847,508,0.34044129245769095,E,19264,3751,23703,7,Difficult,Simple
441322,6774,Chalky,Commercial,87.20284508272141,Brick,56,Suburban,30610,195,0.9914787060127127,B,4506,464,6271,7,Difficult,Moderate
120776,6181,Silty,Residential,21.18978778405856,Concrete,30,Urban,22724,52,0.14214224771786,C,11891,1850,22547,4,Moderate,Complex
635732,3439,Chalky,Infrastructure,96.96435036324559,Steel,108,Mountain,19189,291,0.04171870487729068,E,17573,4720,2893,1,Difficult,Moderate
378444,9513,Chalky,Residential,99.6707516845033,Wood,493,Urban,12247,127,0.38515869934212055,D,7818,1722,2715,1,Difficult,Moderate
123793,1444,Loamy,Residential,64.55318650561006,Composite,418,Coastal,33679,510,0.0880508952592306,B,9384,3042,2626,1,Difficult,Simple
388422,6465,Sandy,Industrial,80.47990457739533,Steel,214,Coastal,7395,548,0.38324736498694756,C,2173,1929,5857,3,Difficult,Simple
220809,6848,Loamy,Residential,94.03183337966347,Concrete,428,Rural,46882,299,0.41159174679078836,D,8501,4987,13096,2,Moderate,Complex
181616,8270,Loamy,Industrial,11.8021951422667,Composite,490,Suburban,40381,45,0.6387358110207599,B,7069,1903,23537,5,Easy,Complex
375391,7599,Peaty,Commercial,93.69910218681834,Composite,221,Coastal,8470,692,0.7441428047286792,C,17997,4276,24632,5,Difficult,Simple
252262,1696,Chalky,Residential,66.46295239831971,Brick,382,Mountain,42889,303,0.6477981507138533,A,14545,899,7126,5,Easy,Complex
543285,1712,Sandy,Infrastructure,84.56107603323548,Wood,495,Mountain,11622,250,0.7071886787334852,C,18328,1975,5349,3,Difficult,Moderate
116102,1323,Silty,Industrial,58.6650045717886,Wood,453,Coastal,31883,609,0.36898729431109645,D,15301,2126,13782,4,Difficult,Simple
882143,7584,Silty,Industrial,57.74914354541648,Concrete,449,Urban,36872,310,0.4565274259191181,E,2295,2133,17904,5,Moderate,Complex
388189,1035,Sandy,Infrastructure,90.7766385170149,Steel,104,Rural,35150,574,0.7143823595803012,B,1806,1243,2606,3,Easy,Moderate
575148,3510,Chalky,Industrial,55.672480583629785,Brick,181,Urban,49318,592,0.1474076985120163,A,10538,3402,15651,6,Easy,Complex
275369,8037,Chalky,Industrial,52.46104430087161,Wood,473,Rural,22226,690,0.7120467100070514,B,14303,2584,23487,8,Difficult,Complex
644402,1449,Peaty,Infrastructure,64.73699275855523,Brick,498,Coastal,37881,604,0.9515519470763313,C,7252,2922,1671,6,Easy,Simple
986974,1043,Peaty,Commercial,56.671298304612236,Steel,127,Urban,45437,151,0.1756723950026704,A,13562,4587,6809,7,Moderate,Complex
647506,4400,Loamy,Residential,50.1658260524607,Composite,198,Coastal,33984,397,0.39443375654971025,E,6711,3946,9794,3,Easy,Moderate
532070,4724,Silty,Residential,26.24714454050158,Steel,343,Rural,18764,568,0.5813697998768425,B,6669,974,7932,2,Moderate,Complex
897196,3366,Peaty,Residential,45.766043841982125,Composite,33,Mountain,15340,238,0.7181517140586953,B,6846,314,13309,2,Easy,Simple
117041,2746,Sandy,Residential,35.38411307509095,Steel,334,Urban,2311,183,0.2520254929000878,D,2581,1973,9511,1,Difficult,Simple
384368,2336,Silty,Residential,46.041825386365325,Brick,234,Coastal,27995,304,0.5845702877097373,C,9326,3771,13777,7,Moderate,Simple
335800,8768,Chalky,Residential,63.384246578168586,Steel,36,Rural,43672,254,0.9350545262845069,D,10716,2992,21630,1,Easy,Moderate
455096,9060,Silty,Industrial,64.79665633876695,Wood,18,Mountain,20363,87,0.35745236623312915,A,8668,1387,5669,1,Difficult,Moderate
726438,7476,Clay,Residential,31.479533046343782,Wood,375,Urban,49712,269,0.5690537117566188,B,19125,4410,9470,1,Moderate,Complex
491862,848,Silty,Industrial,17.603078195436904,Concrete,307,Rural,31989,529,0.6240846462274413,A,14028,3915,19948,1,Difficult,Simple
86290,5101,Peaty,Infrastructure,76.99939201307471,Wood,441,Urban,18951,292,0.8872983696060202,E,18816,3282,3687,6,Moderate,Simple
66633,4833,Sandy,Commercial,57.57136234717855,Wood,232,Urban,33392,260,0.310953172085082,E,16516,3974,20661,3,Moderate,Simple
823087,5899,Chalky,Industrial,49.78912146732967,Composite,428,Suburban,26558,428,0.8729531016598737,D,7491,1133,18484,2,Moderate,Complex
131118,6196,Chalky,Commercial,21.663592192408828,Brick,266,Coastal,37460,95,0.673468984455264,D,14153,2639,8646,3,Moderate,Complex
708961,1955,Peaty,Infrastructure,47.3197375852194,Brick,493,Suburban,12055,479,0.7169373077968102,D,12702,1451,23596,8,Moderate,Simple
13114,2685,Peaty,Residential,83.63578749584944,Composite,295,Urban,7963,238,0.06630563381803556,B,12218,1295,23942,4,Moderate,Complex
822934,7936,Peaty,Commercial,62.3292066518099,Wood,440,Rural,31828,511,0.35654202139649604,E,1269,2799,18419,7,Easy,Complex
59768,4311,Clay,Commercial,18.187796146232298,Steel,49,Coastal,14268,460,0.11799779388111387,E,19828,3869,17267,2,Difficult,Simple
320272,7809,Sandy,Infrastructure,39.90476198146235,Composite,58,Rural,34899,75,0.5615664956759794,D,8710,1081,20325,2,Difficult,Moderate
423244,8586,Clay,Infrastructure,98.18218233222278,Brick,332,Rural,23047,585,0.8376290808810547,E,14467,3409,23515,7,Moderate,Complex
983069,4182,Peaty,Infrastructure,59.005672426186564,Concrete,358,Mountain,16211,678,0.40998685675912294,B,14869,595,11327,2,Easy,Complex
93123,2346,Sandy,Industrial,35.77564716363122,Brick,151,Urban,36977,100,0.22560405990139243,C,14011,1637,15947,3,Moderate,Complex
642543,2354,Peaty,Industrial,92.21002715817285,Steel,135,Rural,16964,656,0.30460829359767283,B,15309,4905,22400,1,Difficult,Complex
176405,3485,Sandy,Commercial,40.24005706030496,Brick,301,Urban,10697,597,0.5731883656079642,A,11518,3468,19914,4,Easy,Complex
13174,3394,Chalky,Infrastructure,75.69166010492336,Composite,366,Suburban,30688,161,0.7675331755901658,A,16573,987,18174,9,Easy,Complex
127769,7996,Clay,Commercial,23.249845514630763,Concrete,345,Suburban,42685,410,0.6898602152975326,D,2871,2468,7877,6,Difficult,Moderate
307542,1058,Loamy,Residential,24.084380268904606,Brick,311,Rural,1068,322,0.9421704828631668,A,17830,3533,21057,8,Moderate,Complex
439145,3396,Peaty,Infrastructure,60.518261829596995,Composite,124,Urban,36594,319,0.8838722951979673,D,1188,886,13992,7,Difficult,Moderate
145393,1754,Peaty,Industrial,31.584098671753072,Composite,183,Mountain,34204,365,0.10491197875470004,C,3796,841,21220,8,Moderate,Complex
395693,2181,Silty,Infrastructure,14.439887787551289,Composite,205,Coastal,20049,646,0.7036903547345369,B,9897,372,22402,1,Easy,Moderate
761331,5771,Loamy,Commercial,93.38188959781006,Concrete,422,Suburban,31579,76,0.393653845669922,E,2624,1055,18555,1,Easy,Moderate
776868,6783,Chalky,Industrial,15.039059375312494,Composite,147,Suburban,19057,59,0.33614384343034875,A,7606,3540,20355,8,Easy,Simple
196493,9354,Peaty,Residential,74.56940980260987,Concrete,109,Mountain,17938,659,0.47588085474580855,C,4025,287,17693,6,Difficult,Moderate
606923,3825,Clay,Residential,39.96872404277137,Steel,150,Rural,29392,75,0.7662668018910415,B,9985,3069,7346,6,Difficult,Complex
820192,1741,Chalky,Commercial,94.01544685992788,Steel,233,Suburban,47022,611,0.41678739761987016,C,15671,3501,17640,8,Moderate,Moderate
938864,3643,Peaty,Infrastructure,98.74471502560843,Steel,267,Suburban,9107,574,0.8210789184160036,B,9330,949,7116,4,Easy,Moderate
675673,3537,Clay,Residential,40.18875861979596,Composite,490,Coastal,15662,79,0.4719347913007582,A,13901,3744,18096,1,Easy,Complex
927106,8853,Silty,Commercial,63.19961376431158,Concrete,131,Mountain,18007,489,0.06037849660177874,D,1599,2205,16477,7,Moderate,Simple
777166,2281,Silty,Industrial,79.56862791138566,Steel,147,Mountain,24992,117,0.630347477597933,B,14000,3159,14421,2,Moderate,Complex
227070,5175,Clay,Industrial,21.106841498495683,Wood,91,Urban,16730,69,0.7807790026943293,B,8493,1399,5627,7,Moderate,Complex
409017,1977,Chalky,Commercial,73.85160734856244,Steel,391,Mountain,47511,573,0.3159822419677757,C,3535,3396,16465,8,Difficult,Complex
810562,7648,Clay,Infrastructure,91.55777359740947,Composite,375,Coastal,7990,518,0.22214220003640917,A,12505,3961,5726,6,Difficult,Moderate
941775,8051,Loamy,Infrastructure,26.065229254482208,Wood,485,Mountain,41509,126,0.6401781852738653,C,11500,1695,17755,2,Easy,Simple
419291,606,Clay,Infrastructure,85.4839082195515,Brick,219,Urban,20821,653,0.3526419229414849,D,18747,564,7108,7,Moderate,Complex
505671,3168,Silty,Infrastructure,20.404312540384325,Wood,495,Coastal,4516,553,0.9057901219540287,E,15007,902,15802,9,Difficult,Simple
379359,5435,Silty,Commercial,61.147152688804255,Brick,34,Suburban,38676,300,0.7668172370005032,C,1618,4422,10595,1,Easy,Complex
160056,7770,Silty,Commercial,40.54273023518188,Wood,11,Rural,21156,216,0.4611929152198916,E,3795,3459,3856,6,Easy,Moderate
884527,1664,Loamy,Industrial,52.454427451558736,Concrete,486,Suburban,23745,613,0.9755662676703893,C,6391,4924,8646,7,Moderate,Moderate
857374,1657,Peaty,Industrial,37.05689661440202,Wood,261,Urban,29033,56,0.34450480373925074,B,19471,437,1468,4,Difficult,Moderate
153933,2746,Loamy,Infrastructure,33.44854344521208,Steel,71,Coastal,12465,130,0.4446215931806058,D,9850,4784,22609,7,Easy,Moderate
108970,7153,Peaty,Residential,76.88252709169629,Brick,164,Suburban,36677,471,0.6489367586056602,E,19580,3287,5823,3,Easy,Simple
92203,9358,Loamy,Residential,30.08018932849977,Brick,261,Urban,11286,580,0.5120323489459365,E,12806,2460,12875,9,Moderate,Moderate
998880,8149,Sandy,Industrial,46.75717397532571,Steel,184,Suburban,12518,428,0.3443873996205422,C,18563,4256,22618,1,Easy,Simple
202319,1011,Peaty,Industrial,34.7101371385145,Concrete,133,Rural,37674,304,0.41778990519741477,D,2649,3437,9143,4,Easy,Moderate
210173,8941,Chalky,Commercial,31.477157570635452,Wood,283,Suburban,42244,658,0.8636804161174854,C,15312,130,10636,8,Difficult,Complex
511946,1388,Chalky,Industrial,66.43864999186486,Concrete,349,Suburban,16550,43,0.19820935550798524,E,1833,2422,24739,3,Difficult,Moderate
686337,9715,Silty,Industrial,14.088575463222028,Steel,411,Suburban,45803,356,0.31762141352855233,D,5901,2067,3165,6,Difficult,Moderate
453833,8483,Loamy,Infrastructure,81.00088633033377,Wood,416,Urban,34198,666,0.19851908983412858,C,1557,427,21582,3,Easy,Complex
984977,9291,Clay,Residential,59.161065755804934,Steel,345,Coastal,24614,454,0.5122094175971323,B,17148,1439,4821,2,Difficult,Moderate
227726,3522,Silty,Residential,84.55936564966053,Brick,234,Mountain,33517,630,0.1608964498893154,D,2411,2868,14758,8,Difficult,Simple
884609,3030,Clay,Commercial,29.171438505831528,Brick,370,Urban,4922,140,0.17113713562657717,B,7338,489,22230,4,Difficult,Complex
607190,6815,Loamy,Residential,73.84654367565003,Brick,354,Mountain,14841,620,0.8342932229464242,D,14639,4914,5169,9,Difficult,Moderate
102172,2564,Silty,Infrastructure,47.85254572886388,Composite,15,Mountain,48475,711,0.7030275707644692,E,18202,3014,6301,7,Easy,Simple
680990,5913,Silty,Infrastructure,16.912357944913268,Composite,105,Suburban,2381,352,0.1885045514432303,D,1802,4900,9690,7,Easy,Complex
554344,7037,Chalky,Commercial,77.72287529910986,Brick,354,Rural,18955,479,0.38666597577366846,B,14380,1928,12506,7,Moderate,Simple
148454,4069,Clay,Industrial,78.59685118595036,Composite,483,Mountain,1331,563,0.916886466902396,C,13920,533,9241,4,Moderate,Moderate
65739,1742,Sandy,Industrial,34.38251793014362,Composite,438,Mountain,37439,697,0.8701108964138716,E,1148,4732,20743,1,Easy,Moderate
878117,4829,Sandy,Infrastructure,92.44414170623055,Steel,20,Suburban,24224,246,0.6544919897855779,B,2284,3433,13745,3,Easy,Complex
58639,2425,Silty,Commercial,78.75728170900524,Wood,248,Rural,22661,542,0.28398339555252383,A,16697,4666,15576,4,Easy,Complex
463054,3895,Loamy,Infrastructure,37.608163221105045,Brick,472,Suburban,31455,436,0.37328801568405146,D,3329,154,10917,9,Difficult,Moderate
449257,940,Silty,Residential,31.519804816486783,Composite,162,Mountain,24437,653,0.6532504172914008,A,9476,2105,9459,2,Easy,Moderate
797424,5731,Chalky,Residential,49.60806001424463,Steel,127,Urban,14185,640,0.5604725348271152,B,16495,4432,3428,8,Easy,Complex
606682,8681,Clay,Infrastructure,36.35108333001202,Steel,34,Mountain,16737,104,0.5606273379632406,A,11191,3017,2298,8,Difficult,Moderate
339801,3243,Silty,Industrial,29.532074852305666,Wood,115,Urban,31497,684,0.4233709680886235,B,11787,4420,15771,1,Moderate,Simple
823592,8539,Loamy,Residential,45.919068150271535,Steel,430,Coastal,15905,482,0.0902306561536872,E,19456,3707,21243,1,Easy,Simple
841588,8698,Sandy,Commercial,12.31338005437141,Concrete,219,Rural,2396,615,0.1215475772917668,C,6190,2898,12977,4,Easy,Simple
192447,2086,Clay,Industrial,46.126996361324366,Concrete,242,Coastal,41147,62,0.8353214307016228,C,5657,782,19660,7,Moderate,Complex
358586,1325,Silty,Residential,29.949636539557147,Brick,21,Suburban,41307,217,0.8841240029542176,D,14676,509,19560,1,Difficult,Moderate
684932,4324,Clay,Infrastructure,33.790076827838604,Wood,225,Mountain,34494,647,0.893698969299542,E,19588,1359,11141,5,Easy,Simple
390069,1768,Chalky,Industrial,17.42979576089857,Concrete,167,Coastal,7562,587,0.47458498802100835,A,11204,4659,13102,8,Easy,Complex
14136,8115,Sandy,Industrial,63.00385152720596,Wood,296,Rural,10505,57,0.9355140811906604,E,11907,2678,8374,5,Easy,Simple
71868,3936,Loamy,Residential,52.48083048153725,Brick,172,Urban,36284,459,0.8377176423505852,A,3130,4103,4402,6,Easy,Simple
354407,8589,Clay,Commercial,77.5564640100801,Steel,164,Urban,18788,136,0.38416039402594326,E,15837,161,24486,1,Easy,Complex
828599,1810,Sandy,Residential,98.83887626614126,Steel,311,Suburban,37709,63,0.22301495890776135,C,15266,1640,16684,4,Difficult,Moderate
120957,9728,Silty,Residential,20.758060763091024,Steel,217,Suburban,29141,442,0.7285652889140399,D,8767,3475,18315,8,Easy,Simple
549767,977,Loamy,Residential,34.5182580058083,Concrete,199,Mountain,47398,637,0.7253040988128672,C,522,2558,17798,6,Easy,Simple
129392,9406,Loamy,Residential,71.42087152404137,Wood,50,Coastal,26342,156,0.8901790186039585,C,10203,2741,23285,3,Moderate,Complex
696736,2662,Peaty,Residential,31.35808081913058,Concrete,498,Mountain,15525,598,0.05046708917263554,E,15459,431,10070,2,Moderate,Simple
670183,1008,Clay,Infrastructure,12.713276396476203,Composite,442,Urban,41046,665,0.3525691825911694,A,9965,4009,7216,3,Difficult,Moderate
790516,7819,Sandy,Residential,19.882596155316893,Wood,330,Urban,45819,179,0.03486696397847411,E,3481,2590,5469,9,Easy,Simple
211528,881,Clay,Commercial,49.026423471263215,Brick,330,Coastal,2203,568,0.21036834941550664,A,12817,2916,1444,9,Moderate,Simple
